customer_no,recency_days,frequency,monetary,R_bin,F_bin,M_bin,R_score,F_score,M_score,RFM_code,RFM_segment
15448,304,2,10704.57,"(185.0, 373.0]","(0.999, 2.0]","(6838.912, 14660.55]",1,1,4,114,Hibernating
15449,26,3,9140.09,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15450,30,2,5580.77,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
15452,29,3,3392.81,"(14.0, 35.0]","(2.0, 3.0]","(3327.398, 6838.912]",4,2,3,423,Potential Loyalist
15453,1,7,9692.66,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
15454,362,1,1064.92,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15455,96,1,690.3,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15456,283,3,7200.21,"(185.0, 373.0]","(2.0, 3.0]","(6838.912, 14660.55]",1,2,4,124,Hibernating
15457,262,1,1500.35,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15458,25,1,1764.6,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15460,354,1,1327.16,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15462,94,3,2003.24,"(75.0, 185.0]","(2.0, 3.0]","(1491.454, 3327.398]",2,2,2,222,Needs Attention
15463,29,1,1215.5,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15464,338,1,4626.24,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15465,19,18,20419.63,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15466,85,1,2864.19,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15467,9,3,3348.4,"(-0.001, 14.0]","(2.0, 3.0]","(3327.398, 6838.912]",5,2,3,523,Potential Loyalist
15468,51,2,2067.71,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15469,50,2,2058.17,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15470,60,1,48.52,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15471,2,1,1640.16,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
15472,113,1,2903.89,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15473,14,7,7633.76,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
15474,235,2,6661.17,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15475,77,2,53161.91,"(75.0, 185.0]","(0.999, 2.0]","(14660.55, 2112282.03]",2,1,5,215,About to Sleep
15478,40,2,6766.98,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15480,116,2,4808.78,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15481,355,1,114.48,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15482,15,11,50403.34,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15483,161,4,3262.95,"(75.0, 185.0]","(3.0, 5.0]","(1491.454, 3327.398]",2,3,2,232,Needs Attention
15484,1,4,31117.43,"(-0.001, 14.0]","(3.0, 5.0]","(14660.55, 2112282.03]",5,3,5,535,Lost
15485,30,3,15631.58,"(14.0, 35.0]","(2.0, 3.0]","(14660.55, 2112282.03]",4,2,5,425,Lost
15488,92,1,816.48,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15489,22,3,7393.84,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15491,95,6,20021.84,"(75.0, 185.0]","(5.0, 207.0]","(14660.55, 2112282.03]",2,4,5,245,Lost
15492,0,3,18230.28,"(-0.001, 14.0]","(2.0, 3.0]","(14660.55, 2112282.03]",5,2,5,525,Lost
15493,32,6,8937.0,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15494,21,2,13098.56,"(14.0, 35.0]","(0.999, 2.0]","(6838.912, 14660.55]",4,1,4,414,Lost
15497,17,3,8779.07,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15498,2,27,70473.34,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15500,8,4,6023.38,"(-0.001, 14.0]","(3.0, 5.0]","(3327.398, 6838.912]",5,3,3,533,Potential Loyalist
15501,154,1,132.81,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15502,15,11,49213.67,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15503,362,1,909.2,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15504,81,1,392.37,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15505,52,5,28199.98,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
15506,22,3,8947.88,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15507,171,1,2152.8,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15508,189,7,11234.68,"(185.0, 373.0]","(5.0, 207.0]","(6838.912, 14660.55]",1,4,4,144,Lost
15509,135,1,62.36,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15510,330,1,1321.24,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15511,11,5,3340.61,"(-0.001, 14.0]","(3.0, 5.0]","(3327.398, 6838.912]",5,3,3,533,Potential Loyalist
15512,155,2,820.94,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15513,33,19,73038.72,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15514,12,11,24231.31,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15515,135,1,5743.3,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15516,44,5,9041.29,"(35.0, 75.0]","(3.0, 5.0]","(6838.912, 14660.55]",3,3,4,334,Lost
15517,233,1,3276.97,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15518,64,8,14512.54,"(35.0, 75.0]","(5.0, 207.0]","(6838.912, 14660.55]",3,4,4,344,Loyal
15520,1,2,1974.3,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
15521,40,9,22248.66,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15522,32,3,6190.59,"(14.0, 35.0]","(2.0, 3.0]","(3327.398, 6838.912]",4,2,3,423,Potential Loyalist
15523,84,2,7703.21,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15524,24,1,492.0,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15525,2,5,7941.46,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15526,33,2,398.16,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15527,18,8,11221.13,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15528,254,1,1471.12,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15529,22,11,38059.1,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15530,21,4,11277.03,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15531,8,2,11625.71,"(-0.001, 14.0]","(0.999, 2.0]","(6838.912, 14660.55]",5,1,4,514,Lost
15532,25,4,6929.54,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15533,19,3,3777.35,"(14.0, 35.0]","(2.0, 3.0]","(3327.398, 6838.912]",4,2,3,423,Potential Loyalist
15534,87,2,7545.94,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15535,173,4,2015.54,"(75.0, 185.0]","(3.0, 5.0]","(1491.454, 3327.398]",2,3,2,232,Needs Attention
15537,163,2,542.68,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15539,7,1,2592.05,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
15540,11,1,1238.0,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
15541,114,2,776.64,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15543,288,1,1012.54,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15544,9,10,37094.27,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15545,54,2,1970.73,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15547,7,15,48423.02,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15549,77,3,8829.94,"(75.0, 185.0]","(2.0, 3.0]","(6838.912, 14660.55]",2,2,4,224,About to Sleep
15550,4,4,2969.33,"(-0.001, 14.0]","(3.0, 5.0]","(1491.454, 3327.398]",5,3,2,532,Potential Loyalist
15551,36,1,2681.13,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15552,217,1,707.22,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15553,60,1,4839.89,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15554,277,1,981.0,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15555,12,16,46517.26,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15556,24,1,2705.6,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15557,28,1,2729.96,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15561,11,4,2568.97,"(-0.001, 14.0]","(3.0, 5.0]","(1491.454, 3327.398]",5,3,2,532,Potential Loyalist
15562,351,1,537.81,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15563,22,3,16165.04,"(14.0, 35.0]","(2.0, 3.0]","(14660.55, 2112282.03]",4,2,5,425,Lost
15565,50,3,819.72,"(35.0, 75.0]","(2.0, 3.0]","(5.968999999999999, 1491.454]",3,2,1,321,Lost
15566,361,1,14893.16,"(185.0, 373.0]","(0.999, 2.0]","(14660.55, 2112282.03]",1,1,5,115,Hibernating
15567,18,1,2476.51,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15568,2,4,11351.97,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15569,103,5,8235.2,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
15570,7,12,24100.68,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15571,11,4,2965.15,"(-0.001, 14.0]","(3.0, 5.0]","(1491.454, 3327.398]",5,3,2,532,Potential Loyalist
15572,4,7,14258.73,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
15573,31,2,4300.85,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
15574,177,4,4290.77,"(75.0, 185.0]","(3.0, 5.0]","(3327.398, 6838.912]",2,3,3,233,Needs Attention
15576,37,1,5042.72,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15577,151,3,1010.02,"(75.0, 185.0]","(2.0, 3.0]","(5.968999999999999, 1491.454]",2,2,1,221,About to Sleep
15578,162,1,663.23,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15579,68,3,1592.96,"(35.0, 75.0]","(2.0, 3.0]","(1491.454, 3327.398]",3,2,2,322,Needs Attention
15581,156,10,3448.74,"(75.0, 185.0]","(5.0, 207.0]","(3327.398, 6838.912]",2,4,3,243,Lost
15582,24,3,5280.48,"(14.0, 35.0]","(2.0, 3.0]","(3327.398, 6838.912]",4,2,3,423,Potential Loyalist
15584,23,4,3639.48,"(14.0, 35.0]","(3.0, 5.0]","(3327.398, 6838.912]",4,3,3,433,Potential Loyalist
15585,176,1,3746.4,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15586,280,1,486.72,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15587,50,4,4133.28,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15589,255,3,2980.99,"(185.0, 373.0]","(2.0, 3.0]","(1491.454, 3327.398]",1,2,2,122,Hibernating
15592,46,1,4026.64,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15593,70,1,819.72,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15594,15,5,11425.33,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15595,354,1,5971.68,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15596,100,5,7131.34,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
15597,35,1,3192.21,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15598,53,1,1824.7,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15599,26,3,13786.64,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15601,11,14,56946.91,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15602,8,9,12011.34,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
15603,78,1,1033.92,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15604,52,1,1851.42,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15605,36,5,5747.79,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15606,61,9,12134.66,"(35.0, 75.0]","(5.0, 207.0]","(6838.912, 14660.55]",3,4,4,344,Loyal
15607,336,1,2177.12,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15608,28,4,8379.73,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15609,184,1,1822.68,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15610,51,1,667.86,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15611,9,11,6183.16,"(-0.001, 14.0]","(5.0, 207.0]","(3327.398, 6838.912]",5,4,3,543,Loyal
15612,36,2,707.55,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15615,10,23,56739.98,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15618,32,4,5438.77,"(14.0, 35.0]","(3.0, 5.0]","(3327.398, 6838.912]",4,3,3,433,Potential Loyalist
15619,10,1,841.84,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
15620,56,3,10910.44,"(35.0, 75.0]","(2.0, 3.0]","(6838.912, 14660.55]",3,2,4,324,Lost
15621,4,4,4544.65,"(-0.001, 14.0]","(3.0, 5.0]","(3327.398, 6838.912]",5,3,3,533,Potential Loyalist
15622,43,10,23609.82,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15623,141,1,1589.74,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15624,116,4,4238.22,"(75.0, 185.0]","(3.0, 5.0]","(3327.398, 6838.912]",2,3,3,233,Needs Attention
15625,103,6,14866.01,"(75.0, 185.0]","(5.0, 207.0]","(14660.55, 2112282.03]",2,4,5,245,Lost
15626,74,2,8544.4,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
15628,4,10,21880.24,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15629,302,1,1579.06,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15630,45,2,8920.53,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
15632,15,8,23176.15,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15633,312,1,2222.9,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15634,17,1,1264.23,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15636,89,3,8776.86,"(75.0, 185.0]","(2.0, 3.0]","(6838.912, 14660.55]",2,2,4,224,About to Sleep
15637,52,1,1541.04,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15638,367,1,20250.44,"(185.0, 373.0]","(0.999, 2.0]","(14660.55, 2112282.03]",1,1,5,115,Hibernating
15639,134,1,3746.48,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15640,4,16,77068.25,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15641,105,5,17978.78,"(75.0, 185.0]","(3.0, 5.0]","(14660.55, 2112282.03]",2,3,5,235,Lost
15643,191,3,3201.76,"(185.0, 373.0]","(2.0, 3.0]","(1491.454, 3327.398]",1,2,2,122,Hibernating
15644,166,4,6303.36,"(75.0, 185.0]","(3.0, 5.0]","(3327.398, 6838.912]",2,3,3,233,Needs Attention
15645,18,1,3125.07,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15646,157,3,4497.01,"(75.0, 185.0]","(2.0, 3.0]","(3327.398, 6838.912]",2,2,3,223,Needs Attention
15648,204,2,2756.94,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15649,336,2,2805.12,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15651,36,4,11090.68,"(35.0, 75.0]","(3.0, 5.0]","(6838.912, 14660.55]",3,3,4,334,Lost
15652,91,1,2478.09,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15653,92,3,14252.9,"(75.0, 185.0]","(2.0, 3.0]","(6838.912, 14660.55]",2,2,4,224,About to Sleep
15654,9,3,5861.02,"(-0.001, 14.0]","(2.0, 3.0]","(3327.398, 6838.912]",5,2,3,523,Potential Loyalist
15655,243,1,3895.25,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15656,45,4,4282.72,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15657,22,1,276.72,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15658,190,5,3529.88,"(185.0, 373.0]","(3.0, 5.0]","(3327.398, 6838.912]",1,3,3,133,Lost
15659,43,2,12299.29,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
15660,25,9,11127.3,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15661,317,2,2737.16,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15663,106,1,1228.04,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15664,50,1,2005.3,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15665,168,2,18184.53,"(75.0, 185.0]","(0.999, 2.0]","(14660.55, 2112282.03]",2,1,5,215,About to Sleep
15667,39,1,2768.88,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15668,217,1,816.48,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15669,40,4,4206.38,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15670,296,1,1109.99,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15671,18,7,20086.51,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15673,88,4,17815.61,"(75.0, 185.0]","(3.0, 5.0]","(14660.55, 2112282.03]",2,3,5,235,Lost
15674,73,5,15325.45,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
15675,81,5,11806.3,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
15676,18,4,27668.21,"(14.0, 35.0]","(3.0, 5.0]","(14660.55, 2112282.03]",4,3,5,435,Lost
15677,29,2,4002.1,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
15678,52,1,1628.18,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15679,24,6,13173.8,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15680,9,4,10237.07,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15681,25,7,22827.63,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15683,117,1,1479.36,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15687,8,9,15455.19,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15689,119,2,1121.3,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15690,4,2,3588.24,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
15691,72,2,997.44,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15692,28,1,1610.34,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15693,72,1,451.34,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15694,0,14,21902.34,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15695,266,2,2593.12,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15696,33,8,13309.72,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15699,17,1,687.41,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15700,65,3,9166.08,"(35.0, 75.0]","(2.0, 3.0]","(6838.912, 14660.55]",3,2,4,324,Lost
15701,2,4,9618.3,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15703,264,1,893.22,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15704,140,4,12466.2,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
15705,201,1,782.12,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15706,63,4,4377.09,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15707,35,4,7119.19,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15708,40,7,16433.13,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15709,283,1,1376.76,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15712,9,5,5377.67,"(-0.001, 14.0]","(3.0, 5.0]","(3327.398, 6838.912]",5,3,3,533,Potential Loyalist
15713,52,4,16071.85,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
15714,11,4,3224.04,"(-0.001, 14.0]","(3.0, 5.0]","(1491.454, 3327.398]",5,3,2,532,Potential Loyalist
15715,123,1,7121.64,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15716,145,4,8759.7,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
15717,234,1,871.34,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15718,220,1,4411.97,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15719,32,13,28340.06,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15720,24,1,3456.76,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
15721,11,1,2665.93,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
15722,35,5,12792.99,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15723,364,1,1099.92,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
